Time,Q,SQ,Hour,DayOfWeek,Month
2024-03-10 16:20:00,68.0,0.0,16,6,3
2024-03-10 16:30:00,59.0,0.0,16,6,3
2024-03-10 16:40:00,55.0,10.0,16,6,3
2024-03-10 16:50:00,53.0,10.0,16,6,3
2024-03-10 17:00:00,44.0,10.0,17,6,3
2024-03-10 17:10:00,34.0,0.0,17,6,3
2024-03-10 17:20:00,14.0,0.0,17,6,3
2024-03-10 17:30:00,5.0,0.0,17,6,3
2024-03-10 17:40:00,1.0,0.0,17,6,3
2024-03-10 17:50:00,0.0,0.0,17,6,3
2024-03-10 18:00:00,0.0,0.0,18,6,3
2024-03-10 18:10:00,0.0,0.0,18,6,3
2024-03-10 18:20:00,0.0,0.0,18,6,3
2024-03-10 18:30:00,0.0,0.0,18,6,3
2024-03-10 18:40:00,0.0,0.0,18,6,3
2024-03-10 18:50:00,0.0,0.0,18,6,3
2024-03-10 19:00:00,0.0,0.0,19,6,3
2024-03-10 19:10:00,0.0,0.0,19,6,3
2024-03-10 19:20:00,0.0,0.0,19,6,3
2024-03-10 19:30:00,0.0,0.0,19,6,3
2024-03-10 19:40:00,0.0,0.0,19,6,3
2024-03-10 19:50:00,0.0,0.0,19,6,3
2024-03-10 20:00:00,0.0,0.0,20,6,3
2024-03-10 20:10:00,0.0,0.0,20,6,3
2024-03-10 20:20:00,0.0,0.0,20,6,3
2024-03-10 20:30:00,0.0,0.0,20,6,3
2024-03-10 20:40:00,0.0,0.0,20,6,3
2024-03-10 20:50:00,0.0,0.0,20,6,3
2024-03-10 21:00:00,0.0,0.0,21,6,3
2024-03-10 21:10:00,0.0,0.0,21,6,3
2024-03-10 21:20:00,0.0,0.0,21,6,3
2024-03-10 21:30:00,0.0,0.0,21,6,3
2024-03-10 21:40:00,0.0,0.0,21,6,3
2024-03-10 21:50:00,0.0,0.0,21,6,3
2024-03-10 22:00:00,0.0,0.0,22,6,3
2024-03-10 22:10:00,0.0,0.0,22,6,3
2024-03-10 22:20:00,0.0,0.0,22,6,3
2024-03-10 22:30:00,0.0,0.0,22,6,3
2024-03-10 22:40:00,0.0,0.0,22,6,3
2024-03-10 22:50:00,0.0,0.0,22,6,3
2024-03-10 23:00:00,0.0,0.0,23,6,3
2024-03-10 23:10:00,0.0,0.0,23,6,3
2024-03-10 23:20:00,0.0,0.0,23,6,3
2024-03-10 23:30:00,0.0,0.0,23,6,3
2024-03-10 23:40:00,0.0,0.0,23,6,3
2024-03-10 23:50:00,0.0,0.0,23,6,3
2024-03-11 00:00:00,0.0,0.0,0,0,3
2024-03-11 00:10:00,0.0,0.0,0,0,3
2024-03-11 00:20:00,0.0,0.0,0,0,3
2024-03-11 00:30:00,0.0,0.0,0,0,3
2024-03-11 00:40:00,0.0,0.0,0,0,3
2024-03-11 00:50:00,0.0,0.0,0,0,3
2024-03-11 01:00:00,0.0,0.0,1,0,3
2024-03-11 01:10:00,0.0,0.0,1,0,3
2024-03-11 01:20:00,0.0,0.0,1,0,3
2024-03-11 01:30:00,0.0,0.0,1,0,3
2024-03-11 01:40:00,0.0,0.0,1,0,3
2024-03-11 01:50:00,0.0,0.0,1,0,3
2024-03-11 02:00:00,0.0,0.0,2,0,3
2024-03-11 02:10:00,0.0,0.0,2,0,3
2024-03-11 02:20:00,0.0,0.0,2,0,3
2024-03-11 02:30:00,0.0,0.0,2,0,3
2024-03-11 02:40:00,0.0,0.0,2,0,3
2024-03-11 02:50:00,0.0,0.0,2,0,3
2024-03-11 03:00:00,0.0,0.0,3,0,3
2024-03-11 03:10:00,0.0,0.0,3,0,3
2024-03-11 03:20:00,0.0,0.0,3,0,3
2024-03-11 03:30:00,0.0,0.0,3,0,3
2024-03-11 03:40:00,0.0,0.0,3,0,3
2024-03-11 03:50:00,0.0,0.0,3,0,3
2024-03-11 04:00:00,0.0,0.0,4,0,3
2024-03-11 04:10:00,0.0,0.0,4,0,3
2024-03-11 04:20:00,0.0,0.0,4,0,3
2024-03-11 04:30:00,0.0,0.0,4,0,3
2024-03-11 04:40:00,0.0,0.0,4,0,3
2024-03-11 04:50:00,0.0,0.0,4,0,3
2024-03-11 05:00:00,0.0,0.0,5,0,3
2024-03-11 05:10:00,0.0,0.0,5,0,3
2024-03-11 05:20:00,0.0,0.0,5,0,3
2024-03-11 05:30:00,0.0,0.0,5,0,3
2024-03-11 05:40:00,0.0,0.0,5,0,3
2024-03-11 05:50:00,0.0,0.0,5,0,3
2024-03-11 06:00:00,0.0,0.0,6,0,3
2024-03-11 06:10:00,1.0,0.0,6,0,3
2024-03-11 06:20:00,2.0,0.0,6,0,3
2024-03-11 06:30:00,7.0,0.0,6,0,3
2024-03-11 06:40:00,12.0,0.0,6,0,3
2024-03-11 06:50:00,10.0,0.0,6,0,3
2024-03-11 07:00:00,14.0,0.0,7,0,3
2024-03-11 07:10:00,19.0,0.0,7,0,3
2024-03-11 07:20:00,31.0,0.0,7,0,3
2024-03-11 07:30:00,49.0,0.0,7,0,3
2024-03-11 07:40:00,45.0,0.0,7,0,3
2024-03-11 07:50:00,43.0,0.0,7,0,3
2024-03-11 08:00:00,49.0,0.0,8,0,3
2024-03-11 08:10:00,55.0,0.0,8,0,3
2024-03-11 08:20:00,64.0,0.0,8,0,3
2024-03-11 08:30:00,62.0,0.0,8,0,3
2024-03-11 08:40:00,55.0,0.0,8,0,3
2024-03-11 08:50:00,50.0,0.0,8,0,3
2024-03-11 09:00:00,69.0,0.0,9,0,3
2024-03-11 09:10:00,80.0,0.0,9,0,3
2024-03-11 09:20:00,77.0,0.0,9,0,3
2024-03-11 09:30:00,78.0,0.0,9,0,3
2024-03-11 09:40:00,82.0,0.0,9,0,3
2024-03-11 09:50:00,100.0,0.0,9,0,3
2024-03-11 10:00:00,87.0,0.0,10,0,3
2024-03-11 10:10:00,100.0,0.0,10,0,3
2024-03-11 10:20:00,77.0,0.0,10,0,3
2024-03-11 10:30:00,62.0,0.0,10,0,3
2024-03-11 10:40:00,69.0,0.0,10,0,3
2024-03-11 10:50:00,111.0,0.0,10,0,3
2024-03-11 11:00:00,99.0,0.0,11,0,3
2024-03-11 11:10:00,106.0,0.0,11,0,3
2024-03-11 11:20:00,101.0,0.0,11,0,3
2024-03-11 11:30:00,118.0,0.0,11,0,3
2024-03-11 11:40:00,155.0,0.0,11,0,3
2024-03-11 11:50:00,141.0,0.0,11,0,3
2024-03-11 12:00:00,190.0,0.0,12,0,3
2024-03-11 12:10:00,208.0,0.0,12,0,3
2024-03-11 12:20:00,217.0,0.0,12,0,3
2024-03-11 12:30:00,137.0,0.0,12,0,3
2024-03-11 12:40:00,161.0,0.0,12,0,3
2024-03-11 12:50:00,134.0,0.0,12,0,3
2024-03-11 13:00:00,120.0,0.0,13,0,3
2024-03-11 13:10:00,135.0,0.0,13,0,3
2024-03-11 13:20:00,105.0,0.0,13,0,3
2024-03-11 13:30:00,80.0,0.0,13,0,3
2024-03-11 13:40:00,72.0,0.0,13,0,3
2024-03-11 13:50:00,61.0,0.0,13,0,3
2024-03-11 14:00:00,46.0,0.0,14,0,3
2024-03-11 14:10:00,50.0,0.0,14,0,3
2024-03-11 14:20:00,62.0,0.0,14,0,3
2024-03-11 14:30:00,59.0,0.0,14,0,3
2024-03-11 14:40:00,63.0,0.0,14,0,3
2024-03-11 14:50:00,68.0,0.0,14,0,3
2024-03-11 15:00:00,63.0,0.0,15,0,3
2024-03-11 15:10:00,75.0,0.0,15,0,3
2024-03-11 15:20:00,66.0,0.0,15,0,3
2024-03-11 15:30:00,33.0,0.0,15,0,3
2024-03-11 15:40:00,37.0,0.0,15,0,3
2024-03-11 15:50:00,41.0,0.0,15,0,3
2024-03-11 16:00:00,29.0,0.0,16,0,3
2024-03-11 16:10:00,21.0,0.0,16,0,3
2024-03-11 16:20:00,18.0,0.0,16,0,3
2024-03-11 16:30:00,9.0,0.0,16,0,3
2024-03-11 16:40:00,11.0,0.0,16,0,3
2024-03-11 16:50:00,9.0,0.0,16,0,3
2024-03-11 17:00:00,6.0,0.0,17,0,3
2024-03-11 17:10:00,3.0,0.0,17,0,3
2024-03-11 17:20:00,2.0,0.0,17,0,3
2024-03-11 17:30:00,1.0,0.0,17,0,3
2024-03-11 17:40:00,0.0,0.0,17,0,3
2024-03-11 17:50:00,0.0,0.0,17,0,3
2024-03-11 18:00:00,0.0,0.0,18,0,3
2024-03-11 18:10:00,0.0,0.0,18,0,3
2024-03-11 18:20:00,0.0,0.0,18,0,3
2024-03-11 18:30:00,0.0,0.0,18,0,3
2024-03-11 18:40:00,0.0,0.0,18,0,3
2024-03-11 18:50:00,0.0,0.0,18,0,3
2024-03-11 19:00:00,0.0,0.0,19,0,3
2024-03-11 19:10:00,0.0,0.0,19,0,3
2024-03-11 19:20:00,0.0,0.0,19,0,3
2024-03-11 19:30:00,0.0,0.0,19,0,3
2024-03-11 19:40:00,0.0,0.0,19,0,3
2024-03-11 19:50:00,0.0,0.0,19,0,3
2024-03-11 20:00:00,0.0,0.0,20,0,3
2024-03-11 20:10:00,0.0,0.0,20,0,3
2024-03-11 20:20:00,0.0,0.0,20,0,3
2024-03-11 20:30:00,0.0,0.0,20,0,3
2024-03-11 20:40:00,0.0,0.0,20,0,3
2024-03-11 20:50:00,0.0,0.0,20,0,3
2024-03-11 21:00:00,0.0,0.0,21,0,3
2024-03-11 21:10:00,0.0,0.0,21,0,3
2024-03-11 21:20:00,0.0,0.0,21,0,3
2024-03-11 21:30:00,0.0,0.0,21,0,3
2024-03-11 21:40:00,0.0,0.0,21,0,3
2024-03-11 21:50:00,0.0,0.0,21,0,3
2024-03-11 22:00:00,0.0,0.0,22,0,3
2024-03-11 22:10:00,0.0,0.0,22,0,3
2024-03-11 22:20:00,0.0,0.0,22,0,3
2024-03-11 22:30:00,0.0,0.0,22,0,3
2024-03-11 22:40:00,0.0,0.0,22,0,3
2024-03-11 22:50:00,0.0,0.0,22,0,3
2024-03-11 23:00:00,0.0,0.0,23,0,3
2024-03-11 23:10:00,0.0,0.0,23,0,3
2024-03-11 23:20:00,0.0,0.0,23,0,3
2024-03-11 23:30:00,0.0,0.0,23,0,3
2024-03-11 23:40:00,0.0,0.0,23,0,3
2024-03-11 23:50:00,0.0,0.0,23,0,3
2024-03-12 00:00:00,0.0,0.0,0,1,3
2024-03-12 00:10:00,0.0,0.0,0,1,3
2024-03-12 00:20:00,0.0,0.0,0,1,3
2024-03-12 00:30:00,0.0,0.0,0,1,3
2024-03-12 00:40:00,0.0,0.0,0,1,3
2024-03-12 00:50:00,0.0,0.0,0,1,3
2024-03-12 01:00:00,0.0,0.0,1,1,3
2024-03-12 01:10:00,0.0,0.0,1,1,3
2024-03-12 01:20:00,0.0,0.0,1,1,3
2024-03-12 01:30:00,0.0,0.0,1,1,3
2024-03-12 01:40:00,0.0,0.0,1,1,3
2024-03-12 01:50:00,0.0,0.0,1,1,3
2024-03-12 02:00:00,0.0,0.0,2,1,3
2024-03-12 02:10:00,0.0,0.0,2,1,3
2024-03-12 02:20:00,0.0,0.0,2,1,3
2024-03-12 02:30:00,0.0,0.0,2,1,3
2024-03-12 02:40:00,0.0,0.0,2,1,3
2024-03-12 02:50:00,0.0,0.0,2,1,3
2024-03-12 03:00:00,0.0,0.0,3,1,3
2024-03-12 03:10:00,0.0,0.0,3,1,3
2024-03-12 03:20:00,0.0,0.0,3,1,3
2024-03-12 03:30:00,0.0,0.0,3,1,3
2024-03-12 03:40:00,0.0,0.0,3,1,3
2024-03-12 03:50:00,0.0,0.0,3,1,3
2024-03-12 04:00:00,0.0,0.0,4,1,3
2024-03-12 04:10:00,0.0,0.0,4,1,3
2024-03-12 04:20:00,0.0,0.0,4,1,3
2024-03-12 04:30:00,0.0,0.0,4,1,3
2024-03-12 04:40:00,0.0,0.0,4,1,3
2024-03-12 04:50:00,0.0,0.0,4,1,3
2024-03-12 05:00:00,0.0,0.0,5,1,3
2024-03-12 05:10:00,0.0,0.0,5,1,3
2024-03-12 05:20:00,0.0,0.0,5,1,3
2024-03-12 05:30:00,0.0,0.0,5,1,3
2024-03-12 05:40:00,0.0,0.0,5,1,3
2024-03-12 05:50:00,0.0,0.0,5,1,3
2024-03-12 06:00:00,0.0,0.0,6,1,3
2024-03-12 06:10:00,0.0,0.0,6,1,3
2024-03-12 06:20:00,0.0,0.0,6,1,3
2024-03-12 06:30:00,1.0,0.0,6,1,3
2024-03-12 06:40:00,2.0,0.0,6,1,3
2024-03-12 06:50:00,3.0,0.0,6,1,3
2024-03-12 07:00:00,5.0,0.0,7,1,3
2024-03-12 07:10:00,6.0,0.0,7,1,3
2024-03-12 07:20:00,9.0,0.0,7,1,3
2024-03-12 07:30:00,11.0,0.0,7,1,3
2024-03-12 07:40:00,12.0,0.0,7,1,3
2024-03-12 07:50:00,13.0,0.0,7,1,3
2024-03-12 08:00:00,15.0,0.0,8,1,3
2024-03-12 08:10:00,25.0,0.0,8,1,3
2024-03-12 08:20:00,35.0,0.0,8,1,3
2024-03-12 08:30:00,44.0,0.0,8,1,3
2024-03-12 08:40:00,60.0,0.0,8,1,3
2024-03-12 08:50:00,70.0,0.0,8,1,3
2024-03-12 09:00:00,138.0,0.0,9,1,3
2024-03-12 09:10:00,123.0,0.0,9,1,3
2024-03-12 09:20:00,73.0,0.0,9,1,3
2024-03-12 09:30:00,87.0,0.0,9,1,3
2024-03-12 09:40:00,99.0,0.0,9,1,3
2024-03-12 09:50:00,191.0,0.0,9,1,3
2024-03-12 10:00:00,253.0,0.0,10,1,3
2024-03-12 10:10:00,358.0,4.98626,10,1,3
2024-03-12 10:20:00,278.0,1.01976,10,1,3
2024-03-12 10:30:00,331.0,1.99457,10,1,3
2024-03-12 10:40:00,394.0,4.73716,10,1,3
2024-03-12 10:50:00,262.0,1.19887,10,1,3
2024-03-12 11:00:00,391.0,4.71468,11,1,3
2024-03-12 11:10:00,345.0,1.63793,11,1,3
2024-03-12 11:20:00,334.0,1.00775,11,1,3
2024-03-12 11:30:00,351.0,1.71493,11,1,3
2024-03-12 11:40:00,472.0,7.21088,11,1,3
2024-03-12 11:50:00,415.0,4.59,11,1,3
2024-03-12 12:00:00,370.0,2.563,12,1,3
2024-03-12 12:10:00,384.0,3.28357,12,1,3
2024-03-12 12:20:00,343.0,1.48769,12,1,3
2024-03-12 12:30:00,336.0,1.29496,12,1,3
2024-03-12 12:40:00,328.0,1.08261,12,1,3
2024-03-12 12:50:00,197.0,2.5242,12,1,3
2024-03-12 13:00:00,231.0,4.04323,13,1,3
2024-03-12 13:10:00,136.0,0.0,13,1,3
2024-03-12 13:20:00,103.0,0.0,13,1,3
2024-03-12 13:30:00,163.0,0.0,13,1,3
2024-03-12 13:40:00,91.0,0.0,13,1,3
2024-03-12 13:50:00,47.0,0.0,13,1,3
2024-03-12 14:00:00,42.0,0.0,14,1,3
2024-03-12 14:10:00,42.0,0.0,14,1,3
2024-03-12 14:20:00,68.0,0.0,14,1,3
2024-03-12 14:30:00,50.0,0.0,14,1,3
2024-03-12 14:40:00,55.0,0.0,14,1,3
2024-03-12 14:50:00,74.0,0.0,14,1,3
2024-03-12 15:00:00,43.0,0.0,15,1,3
2024-03-12 15:10:00,59.0,0.0,15,1,3
2024-03-12 15:20:00,62.0,0.0,15,1,3
2024-03-12 15:30:00,89.0,0.0,15,1,3
2024-03-12 15:40:00,89.0,0.0,15,1,3
2024-03-12 15:50:00,68.0,0.0,15,1,3
2024-03-12 16:00:00,59.0,0.0,16,1,3
2024-03-12 16:10:00,44.0,0.0,16,1,3
2024-03-12 16:20:00,45.0,0.0,16,1,3
2024-03-12 16:30:00,53.0,0.0,16,1,3
2024-03-12 16:40:00,41.0,0.0,16,1,3
2024-03-12 16:50:00,40.0,0.0,16,1,3
2024-03-12 17:00:00,32.0,0.0,17,1,3
2024-03-12 17:10:00,24.0,10.0,17,1,3
2024-03-12 17:20:00,16.0,0.0,17,1,3
2024-03-12 17:30:00,5.0,0.0,17,1,3
2024-03-12 17:40:00,1.0,0.0,17,1,3
2024-03-12 17:50:00,0.0,0.0,17,1,3
2024-03-12 18:00:00,0.0,0.0,18,1,3
2024-03-12 18:10:00,0.0,0.0,18,1,3
2024-03-12 18:20:00,0.0,0.0,18,1,3
2024-03-12 18:30:00,0.0,0.0,18,1,3
2024-03-12 18:40:00,0.0,0.0,18,1,3
2024-03-12 18:50:00,0.0,0.0,18,1,3
2024-03-12 19:00:00,0.0,0.0,19,1,3
2024-03-12 19:10:00,0.0,0.0,19,1,3
2024-03-12 19:20:00,0.0,0.0,19,1,3
2024-03-12 19:30:00,0.0,0.0,19,1,3
2024-03-12 19:40:00,0.0,0.0,19,1,3
2024-03-12 19:50:00,0.0,0.0,19,1,3
2024-03-12 20:00:00,0.0,0.0,20,1,3
2024-03-12 20:10:00,0.0,0.0,20,1,3
2024-03-12 20:20:00,0.0,0.0,20,1,3
2024-03-12 20:30:00,0.0,0.0,20,1,3
2024-03-12 20:40:00,0.0,0.0,20,1,3
2024-03-12 20:50:00,0.0,0.0,20,1,3
2024-03-12 21:00:00,0.0,0.0,21,1,3
2024-03-12 21:10:00,0.0,0.0,21,1,3
2024-03-12 21:20:00,0.0,0.0,21,1,3
2024-03-12 21:30:00,0.0,0.0,21,1,3
2024-03-12 21:40:00,0.0,0.0,21,1,3
2024-03-12 21:50:00,0.0,0.0,21,1,3
2024-03-12 22:00:00,0.0,0.0,22,1,3
2024-03-12 22:10:00,0.0,0.0,22,1,3
2024-03-12 22:20:00,0.0,0.0,22,1,3
2024-03-12 22:30:00,0.0,0.0,22,1,3
2024-03-12 22:40:00,0.0,0.0,22,1,3
2024-03-12 22:50:00,0.0,0.0,22,1,3
2024-03-12 23:00:00,0.0,0.0,23,1,3
2024-03-12 23:10:00,0.0,0.0,23,1,3
2024-03-12 23:20:00,0.0,0.0,23,1,3
2024-03-12 23:30:00,0.0,0.0,23,1,3
2024-03-12 23:40:00,1.0,0.0,23,1,3
2024-03-12 23:50:00,1.0,0.0,23,1,3
2024-03-13 00:00:00,1.0,0.0,0,2,3
2024-03-13 00:10:00,0.0,0.0,0,2,3
2024-03-13 00:20:00,0.0,0.0,0,2,3
2024-03-13 00:30:00,0.0,0.0,0,2,3
2024-03-13 00:40:00,0.0,0.0,0,2,3
2024-03-13 00:50:00,0.0,0.0,0,2,3
2024-03-13 01:00:00,0.0,0.0,1,2,3
2024-03-13 01:10:00,0.0,0.0,1,2,3
2024-03-13 01:20:00,0.0,0.0,1,2,3
2024-03-13 01:30:00,0.0,0.0,1,2,3
2024-03-13 01:40:00,0.0,0.0,1,2,3
2024-03-13 01:50:00,0.0,0.0,1,2,3
2024-03-13 02:00:00,0.0,0.0,2,2,3
2024-03-13 02:10:00,0.0,0.0,2,2,3
2024-03-13 02:20:00,0.0,0.0,2,2,3
2024-03-13 02:30:00,0.0,0.0,2,2,3
2024-03-13 02:40:00,0.0,0.0,2,2,3
2024-03-13 02:50:00,0.0,0.0,2,2,3
2024-03-13 03:00:00,0.0,0.0,3,2,3
2024-03-13 03:10:00,0.0,0.0,3,2,3
2024-03-13 03:20:00,0.0,0.0,3,2,3
2024-03-13 03:30:00,0.0,0.0,3,2,3
2024-03-13 03:40:00,0.0,0.0,3,2,3
2024-03-13 03:50:00,0.0,0.0,3,2,3
2024-03-13 04:00:00,0.0,0.0,4,2,3
2024-03-13 04:10:00,0.0,0.0,4,2,3
2024-03-13 04:20:00,0.0,0.0,4,2,3
2024-03-13 04:30:00,0.0,0.0,4,2,3
2024-03-13 04:40:00,0.0,0.0,4,2,3
2024-03-13 04:50:00,0.0,0.0,4,2,3
2024-03-13 05:00:00,0.0,0.0,5,2,3
2024-03-13 05:10:00,0.0,0.0,5,2,3
2024-03-13 05:20:00,0.0,0.0,5,2,3
2024-03-13 05:30:00,0.0,0.0,5,2,3
2024-03-13 05:40:00,0.0,0.0,5,2,3
2024-03-13 05:50:00,1.0,0.0,5,2,3
2024-03-13 06:00:00,1.0,0.0,6,2,3
2024-03-13 06:10:00,1.0,0.0,6,2,3
2024-03-13 06:20:00,2.0,0.0,6,2,3
2024-03-13 06:30:00,5.0,0.0,6,2,3
2024-03-13 06:40:00,12.0,0.0,6,2,3
2024-03-13 06:50:00,20.0,0.0,6,2,3
2024-03-13 07:00:00,33.0,0.0,7,2,3
2024-03-13 07:10:00,36.0,0.0,7,2,3
2024-03-13 07:20:00,44.0,0.0,7,2,3
2024-03-13 07:30:00,68.0,0.0,7,2,3
2024-03-13 07:40:00,96.0,0.0,7,2,3
2024-03-13 07:50:00,89.0,0.0,7,2,3
2024-03-13 08:00:00,121.0,0.0,8,2,3
2024-03-13 08:10:00,145.0,0.0,8,2,3
2024-03-13 08:20:00,145.0,0.0,8,2,3
2024-03-13 08:30:00,125.0,0.0,8,2,3
2024-03-13 08:40:00,134.0,0.0,8,2,3
2024-03-13 08:50:00,116.0,0.0,8,2,3
2024-03-13 09:00:00,128.0,0.0,9,2,3
2024-03-13 09:10:00,148.0,0.0,9,2,3
2024-03-13 09:20:00,103.0,0.0,9,2,3
2024-03-13 09:30:00,99.0,0.0,9,2,3
2024-03-13 09:40:00,101.0,0.0,9,2,3
2024-03-13 09:50:00,152.0,0.0,9,2,3
2024-03-13 10:00:00,163.0,0.0,10,2,3
2024-03-13 10:10:00,184.0,0.0,10,2,3
2024-03-13 10:30:00,127.0,0.0,10,2,3
2024-03-13 10:40:00,220.0,0.0,10,2,3
2024-03-13 10:50:00,235.0,0.0,10,2,3
2024-03-13 11:00:00,219.0,0.0845917,11,2,3
2024-03-13 11:10:00,146.0,0.0,11,2,3
2024-03-13 11:20:00,112.0,0.0,11,2,3
2024-03-13 11:30:00,130.0,0.0,11,2,3
2024-03-13 11:40:00,180.0,0.0,11,2,3
2024-03-13 11:50:00,137.0,0.0,11,2,3
2024-03-13 12:00:00,133.0,0.0,12,2,3
2024-03-13 12:10:00,122.0,0.0,12,2,3
2024-03-13 12:20:00,111.0,0.0,12,2,3
2024-03-13 12:30:00,100.0,0.0,12,2,3
2024-03-13 12:40:00,97.0,0.0,12,2,3
2024-03-13 12:50:00,145.0,0.0,12,2,3
2024-03-13 13:00:00,141.0,0.0,13,2,3
2024-03-13 13:10:00,151.0,0.0,13,2,3
2024-03-13 13:20:00,145.0,0.0,13,2,3
2024-03-13 13:30:00,99.0,0.0,13,2,3
2024-03-13 13:40:00,128.0,0.0,13,2,3
2024-03-13 13:50:00,133.0,0.0,13,2,3
2024-03-13 14:00:00,121.0,0.0,14,2,3
2024-03-13 14:10:00,213.0,4.95985,14,2,3
2024-03-13 14:20:00,280.0,2.79531,14,2,3
2024-03-13 14:30:00,331.0,8.31212,14,2,3
2024-03-13 14:40:00,254.0,3.30793,14,2,3
2024-03-13 14:50:00,256.0,4.40094,14,2,3
2024-03-13 15:00:00,199.0,10.0,15,2,3
2024-03-13 15:10:00,176.0,0.0,15,2,3
2024-03-13 15:20:00,164.0,3.68047,15,2,3
2024-03-13 15:30:00,125.0,0.0,15,2,3
2024-03-13 15:40:00,116.0,0.0,15,2,3
2024-03-13 15:50:00,91.0,0.0,15,2,3
2024-03-13 16:00:00,79.0,0.0,16,2,3
2024-03-13 16:10:00,68.0,0.0,16,2,3
2024-03-13 16:20:00,39.0,0.0,16,2,3
2024-03-13 16:30:00,23.0,0.0,16,2,3
2024-03-13 16:40:00,25.0,0.0,16,2,3
2024-03-13 16:50:00,18.0,0.0,16,2,3
2024-03-13 17:00:00,15.0,0.0,17,2,3
2024-03-13 17:10:00,10.0,0.0,17,2,3
2024-03-13 17:20:00,7.0,0.0,17,2,3
2024-03-13 17:30:00,6.0,0.0,17,2,3
2024-03-13 17:40:00,2.0,0.0,17,2,3
2024-03-13 17:50:00,1.0,0.0,17,2,3
2024-03-13 18:00:00,0.0,0.0,18,2,3
2024-03-13 18:10:00,0.0,0.0,18,2,3
2024-03-13 18:20:00,0.0,0.0,18,2,3
2024-03-13 18:30:00,0.0,0.0,18,2,3
2024-03-13 18:40:00,0.0,0.0,18,2,3
2024-03-13 18:50:00,0.0,0.0,18,2,3
2024-03-13 19:00:00,0.0,0.0,19,2,3
2024-03-13 19:10:00,0.0,0.0,19,2,3
2024-03-13 19:20:00,0.0,0.0,19,2,3
2024-03-13 19:30:00,0.0,0.0,19,2,3
2024-03-13 19:40:00,0.0,0.0,19,2,3
2024-03-13 19:50:00,0.0,0.0,19,2,3
2024-03-13 20:00:00,0.0,0.0,20,2,3
2024-03-13 20:10:00,0.0,0.0,20,2,3
2024-03-13 20:20:00,0.0,0.0,20,2,3
2024-03-13 20:30:00,0.0,0.0,20,2,3
2024-03-13 20:40:00,0.0,0.0,20,2,3
2024-03-13 20:50:00,0.0,0.0,20,2,3
2024-03-13 21:00:00,0.0,0.0,21,2,3
2024-03-13 21:10:00,0.0,0.0,21,2,3
2024-03-13 21:20:00,0.0,0.0,21,2,3
2024-03-13 21:30:00,0.0,0.0,21,2,3
2024-03-13 21:40:00,0.0,0.0,21,2,3
2024-03-13 21:50:00,0.0,0.0,21,2,3
2024-03-13 22:00:00,0.0,0.0,22,2,3
2024-03-13 22:10:00,0.0,0.0,22,2,3
2024-03-13 22:20:00,0.0,0.0,22,2,3
2024-03-13 22:30:00,0.0,0.0,22,2,3
2024-03-13 22:40:00,0.0,0.0,22,2,3
2024-03-13 22:50:00,0.0,0.0,22,2,3
2024-03-13 23:00:00,0.0,0.0,23,2,3
2024-03-13 23:10:00,0.0,0.0,23,2,3
2024-03-13 23:20:00,0.0,0.0,23,2,3
2024-03-13 23:30:00,0.0,0.0,23,2,3
2024-03-13 23:40:00,0.0,0.0,23,2,3
2024-03-13 23:50:00,0.0,0.0,23,2,3
2024-03-14 00:00:00,0.0,0.0,0,3,3
2024-03-14 00:10:00,0.0,0.0,0,3,3
2024-03-14 00:20:00,0.0,0.0,0,3,3
2024-03-14 00:30:00,0.0,0.0,0,3,3
2024-03-14 00:40:00,0.0,0.0,0,3,3
2024-03-14 00:50:00,0.0,0.0,0,3,3
2024-03-14 01:00:00,0.0,0.0,1,3,3
2024-03-14 01:10:00,0.0,0.0,1,3,3
2024-03-14 01:20:00,0.0,0.0,1,3,3
2024-03-14 01:30:00,0.0,0.0,1,3,3
2024-03-14 01:40:00,0.0,0.0,1,3,3
2024-03-14 01:50:00,0.0,0.0,1,3,3
2024-03-14 02:00:00,0.0,0.0,2,3,3
2024-03-14 02:10:00,0.0,0.0,2,3,3
2024-03-14 02:20:00,0.0,0.0,2,3,3
2024-03-14 02:30:00,0.0,0.0,2,3,3
2024-03-14 02:40:00,0.0,0.0,2,3,3
2024-03-14 02:50:00,0.0,0.0,2,3,3
2024-03-14 03:00:00,0.0,0.0,3,3,3
2024-03-14 03:10:00,0.0,0.0,3,3,3
2024-03-14 03:20:00,0.0,0.0,3,3,3
2024-03-14 03:30:00,0.0,0.0,3,3,3
2024-03-14 03:40:00,0.0,0.0,3,3,3
2024-03-14 03:50:00,0.0,0.0,3,3,3
2024-03-14 04:00:00,0.0,0.0,4,3,3
2024-03-14 04:10:00,0.0,0.0,4,3,3
2024-03-14 04:20:00,0.0,0.0,4,3,3
2024-03-14 04:30:00,0.0,0.0,4,3,3
2024-03-14 04:40:00,0.0,0.0,4,3,3
2024-03-14 04:50:00,0.0,0.0,4,3,3
2024-03-14 05:00:00,0.0,0.0,5,3,3
2024-03-14 05:10:00,0.0,0.0,5,3,3
2024-03-14 05:20:00,0.0,0.0,5,3,3
2024-03-14 05:30:00,0.0,0.0,5,3,3
2024-03-14 05:40:00,0.0,0.0,5,3,3
2024-03-14 05:50:00,0.0,0.0,5,3,3
2024-03-14 06:00:00,0.0,0.0,6,3,3
2024-03-14 06:10:00,5.0,0.0,6,3,3
2024-03-14 06:20:00,11.0,0.0,6,3,3
