YYYYMMDD,HH,DD,FH,FF,FX,T,T10N,TD,SQ,Q,DR,RH,P,VV,N,U,WW,IX,M,R,O
20240318,3,200,10,10,40,104,,97,0,0,0,0,10139,58,8,95,10.0,7,0,0,0
20240318,4,210,20,20,30,104,,95,0,0,0,0,10141,58,8,94,10.0,7,0,0,0
20240318,5,240,20,20,40,104,,94,0,0,0,0,10144,59,8,93,10.0,7,0,0,0
20240318,6,240,30,30,50,102,100.0,92,0,0,0,0,10143,59,8,93,10.0,7,0,0,0
20240318,7,250,20,30,40,103,,91,0,9,0,0,10148,61,8,92,,5,0,0,0
20240318,8,270,30,30,50,109,,86,2,46,0,0,10151,67,8,85,,5,0,0,0
20240318,9,280,40,50,60,112,,81,2,76,0,0,10156,70,8,81,,5,0,0,0
20240318,10,290,50,40,70,118,,78,2,108,0,0,10159,73,8,76,,5,0,0,0
20240318,11,290,50,50,70,123,,67,8,192,0,0,10163,74,2,68,,5,0,0,0
20240318,12,300,40,40,70,129,99.0,57,10,226,0,0,10165,77,2,61,,5,0,0,0
20240318,13,280,40,40,60,127,,70,10,205,0,0,10165,69,5,68,,5,0,0,0
20240318,14,270,40,40,60,131,,77,9,189,0,0,10163,72,6,69,,5,0,0,0
20240318,15,280,40,40,60,125,,86,5,110,0,0,10162,73,8,77,,5,0,0,0
20240318,16,270,40,40,70,114,,92,8,99,0,0,10163,67,5,86,,5,0,0,0
20240318,17,260,40,40,60,105,,78,10,59,0,0,10165,66,0,83,,5,0,0,0
20240318,18,260,20,10,50,88,67.0,75,3,7,0,0,10168,65,6,91,,5,0,0,0
20240318,19,170,10,10,20,80,,74,0,0,0,0,10171,63,8,96,,5,0,0,0
20240318,20,180,20,20,30,76,,67,0,0,0,0,10172,62,8,94,,5,0,0,0
20240318,21,170,20,20,30,74,,67,0,0,0,0,10171,59,8,94,10.0,7,0,0,0
20240318,22,170,20,20,30,79,,70,0,0,0,0,10170,62,8,94,,5,0,0,0
20240318,23,160,20,20,30,72,,67,0,0,0,0,10168,60,8,96,,5,0,0,0
20240318,24,190,20,20,40,88,31.0,79,0,0,0,0,10169,62,8,94,,5,0,0,0
20240319,1,180,20,30,40,96,,84,0,0,0,0,10165,63,8,91,,5,0,0,0
20240319,2,200,30,40,60,103,,83,0,0,0,0,10164,70,8,87,,5,0,0,0
20240319,3,200,40,40,60,89,,74,0,0,0,0,10162,70,7,90,,5,0,0,0
20240319,4,200,30,30,50,95,,82,0,0,0,0,10165,65,8,91,,5,0,0,0
20240319,5,170,30,30,40,98,,81,0,0,0,0,10165,70,8,89,,5,0,0,0
20240319,6,180,30,30,40,99,75.0,83,0,0,0,0,10168,70,8,89,,5,0,0,0
20240319,7,170,30,30,40,105,,84,0,7,0,0,10169,70,8,87,,5,0,0,0
20240319,8,170,30,30,40,110,,84,0,15,0,0,10170,70,8,84,,5,0,0,0
20240319,9,180,30,30,50,121,,89,0,36,0,0,10173,70,8,81,,5,0,0,0
20240319,10,200,40,50,80,139,,90,3,110,0,0,10173,75,8,72,,5,0,0,0
20240319,11,230,60,60,100,147,,94,5,157,0,0,10173,75,7,70,,5,0,0,0
20240319,12,210,60,60,90,157,93.0,92,9,187,0,0,10173,80,6,65,,5,0,0,0
20240319,13,260,60,60,100,141,,92,6,143,0,0,10176,75,8,72,,5,0,0,0
20240319,14,260,70,60,100,138,,68,6,139,0,0,10179,81,8,62,,5,0,0,0
20240319,15,260,60,60,100,134,,71,8,130,0,0,10180,80,8,65,,5,0,0,0
20240319,16,250,60,50,100,127,,69,8,87,0,0,10181,80,8,67,,5,0,0,0
20240319,17,250,50,50,90,118,,69,10,39,0,0,10185,75,8,71,,5,0,0,0
20240319,18,230,30,20,70,113,101.0,68,3,7,0,0,10188,75,8,73,,5,0,0,0
20240319,19,230,20,20,40,103,,74,0,0,0,0,10191,70,8,82,,5,0,0,0
20240319,20,220,20,10,30,102,,79,0,0,0,0,10193,70,8,85,,5,0,0,0
20240319,21,210,20,20,30,98,,76,0,0,0,0,10193,70,8,85,,5,0,0,0
20240319,22,160,20,20,30,98,,76,0,0,0,0,10190,70,8,85,,5,0,0,0
20240319,23,180,20,20,30,85,,74,0,0,0,0,10192,65,8,92,,5,0,0,0
20240319,24,180,20,10,20,90,63.0,82,0,0,0,0,10193,65,8,94,,5,0,0,0
20240320,1,190,10,10,20,83,,71,0,0,0,0,10191,65,8,92,,5,0,0,0
20240320,2,160,20,20,30,84,,74,0,0,0,0,10185,65,8,93,,5,0,0,0
20240320,3,180,20,10,30,82,,72,0,0,0,0,10184,65,8,93,,5,0,0,0
20240320,4,160,20,20,30,85,,73,0,0,0,0,10184,65,8,92,,5,0,0,0
20240320,5,180,10,10,20,77,,73,0,0,0,0,10187,62,8,97,,5,0,0,0
20240320,6,0,10,0,20,68,49.0,62,0,0,0,0,10188,56,8,95,10.0,7,0,0,0
20240320,7,150,10,10,10,87,,83,3,21,0,0,10192,60,8,97,,5,0,0,0
20240320,8,200,10,10,20,110,,87,2,50,0,0,10194,65,8,86,,5,0,0,0
20240320,9,180,10,10,20,124,,90,4,82,0,0,10196,68,8,79,,5,0,0,0
20240320,10,250,10,20,30,136,,92,0,89,0,-1,10195,67,8,74,23.0,7,0,1,0
20240320,11,250,10,20,30,143,,90,0,101,0,-1,10194,63,8,70,23.0,7,0,1,0
20240320,12,360,20,20,30,151,51.0,105,1,122,0,0,10193,71,8,74,2.0,7,0,0,0
20240320,13,330,20,20,40,151,,101,5,143,0,-1,10191,68,8,72,23.0,7,0,1,0
20240320,14,340,30,30,40,146,,95,1,106,0,0,10188,67,8,71,,5,0,0,0
20240320,15,310,20,20,40,153,,91,8,123,0,0,10187,72,8,66,2.0,7,0,0,0
20240320,16,360,20,10,40,141,,92,1,60,0,0,10185,75,8,72,,5,0,0,0
20240320,17,330,30,20,40,127,,90,10,40,0,0,10186,75,8,78,,5,0,0,0
20240320,18,320,20,30,40,108,99.0,90,3,8,0,0,10189,67,8,88,2.0,7,0,0,0
20240320,19,350,20,20,40,97,,86,0,0,0,0,10194,64,8,93,,5,0,0,0
20240320,20,350,20,10,30,90,,83,0,0,0,0,10198,58,8,95,10.0,7,0,0,0
20240320,21,0,10,0,20,89,,84,0,0,0,0,10203,57,8,96,10.0,7,0,0,0
20240320,22,0,10,0,20,77,,75,0,0,0,0,10203,49,8,98,10.0,7,0,0,0
20240320,23,260,10,10,10,76,,73,0,0,0,0,10201,20,8,97,10.0,7,0,0,0
20240320,24,200,10,10,20,80,53.0,75,0,0,0,0,10205,44,8,96,10.0,7,0,0,0
20240321,1,300,30,40,50,100,,87,0,0,0,0,10211,57,8,91,10.0,7,0,0,0
20240321,2,330,50,50,80,92,,84,0,0,0,0,10211,61,8,94,,5,0,0,0
20240321,3,340,50,50,80,82,,76,0,0,0,0,10217,58,8,96,10.0,7,0,0,0
20240321,4,350,60,50,90,82,,73,0,0,0,0,10225,65,8,94,,5,0,0,0
20240321,5,350,50,60,90,80,,62,0,0,0,0,10232,70,8,88,,5,0,0,0
20240321,6,340,60,50,90,74,69.0,59,0,0,0,0,10239,70,8,90,,5,0,0,0
20240321,7,360,50,40,80,74,,58,0,9,0,0,10245,70,8,89,,5,0,0,0
20240321,8,340,40,30,60,78,,58,0,24,0,0,10250,70,8,87,,5,0,0,0
20240321,9,330,30,30,50,80,,60,0,43,0,0,10254,70,8,86,,5,0,0,0
20240321,10,300,20,30,50,80,,58,0,49,0,0,10264,70,8,86,,5,0,0,0
20240321,11,280,30,40,60,81,,62,0,55,0,0,10263,70,8,87,,5,0,0,0
20240321,12,290,40,30,70,84,72.0,65,0,60,0,0,10266,70,8,87,,5,0,0,0
20240321,13,250,40,40,60,89,,64,0,59,0,0,10260,70,8,84,,5,0,0,0
20240321,14,240,40,50,70,97,,64,0,85,0,0,10255,75,8,79,,5,0,0,0
20240321,15,230,40,40,70,101,,65,0,75,0,0,10249,75,8,78,,5,0,0,0
20240321,16,230,50,40,70,102,,66,3,60,0,0,10249,75,8,78,,5,0,0,0
20240321,17,230,40,50,60,103,,69,8,39,0,0,10243,75,8,79,,5,0,0,0
20240321,18,210,40,40,70,100,92.0,68,3,11,0,0,10237,75,8,80,,5,0,0,0
20240321,19,210,40,40,60,104,,74,0,0,0,0,10234,70,8,81,,5,0,0,0
20240321,20,210,40,40,60,106,,78,0,0,0,0,10230,67,8,82,,5,0,0,0
20240321,21,210,50,50,80,108,,86,0,0,0,0,10222,60,8,85,,5,0,0,0
20240321,22,220,50,50,70,109,,90,0,0,0,0,10218,57,8,88,10.0,7,0,0,0
20240321,23,220,50,60,80,110,,91,0,0,0,0,10213,50,8,88,10.0,7,0,0,0
20240321,24,230,50,50,80,106,95.0,88,0,0,0,0,10206,56,8,88,10.0,7,0,0,0
20240322,1,230,60,60,100,101,,86,0,0,0,0,10198,50,8,90,10.0,7,0,0,0
20240322,2,230,50,50,90,99,,84,0,0,0,0,10196,59,8,90,10.0,7,0,0,0
20240322,3,220,60,60,100,99,,84,0,0,0,0,10185,59,8,90,10.0,7,0,0,0
20240322,4,220,60,50,90,99,,83,0,0,0,0,10179,60,8,89,,5,0,0,0
20240322,5,240,60,70,120,102,,78,0,0,0,0,10179,62,8,85,,5,0,0,0
20240322,6,240,70,60,110,101,94.0,76,0,1,0,0,10174,63,8,84,,5,0,0,0
20240322,7,240,70,70,120,99,,78,0,6,0,0,10173,56,8,87,10.0,7,0,0,0
20240322,8,240,70,60,110,100,,81,0,11,0,0,10172,60,8,88,,5,0,0,0
20240322,9,240,60,60,110,98,,84,0,17,0,-1,10171,39,8,91,51.0,7,0,1,0
20240322,10,250,60,60,100,98,,89,0,31,8,4,10169,22,8,94,53.0,7,0,1,0
20240322,11,260,60,60,110,103,,94,0,45,10,4,10170,56,8,94,52.0,7,0,1,0
20240322,12,270,60,60,100,103,96.0,91,0,61,0,-1,10167,56,8,92,23.0,7,0,1,0
20240322,13,270,60,60,90,102,,91,0,52,0,-1,10162,58,8,92,51.0,7,0,1,0
20240322,14,290,50,40,80,103,,90,0,50,4,1,10156,59,8,91,81.0,7,0,1,0
20240322,15,300,40,40,70,95,,70,0,38,10,8,10153,61,8,84,61.0,7,0,1,0
20240322,16,310,30,20,60,96,,66,0,28,4,1,10146,64,8,81,23.0,7,0,1,0
20240322,17,320,30,30,50,91,,62,0,16,0,0,10144,62,8,82,,5,0,0,0
20240322,18,310,20,20,40,87,82.0,63,0,2,0,-1,10140,62,8,84,57.0,7,0,1,0
20240322,19,260,20,10,40,82,,61,0,0,0,-1,10139,64,8,86,23.0,7,0,1,0
20240322,20,290,10,10,20,73,,62,0,0,0,0,10132,62,8,93,,5,0,0,0
20240322,21,210,10,10,20,67,,61,0,0,0,0,10129,61,8,95,2.0,7,0,0,0
20240322,22,240,10,10,20,63,,59,0,0,0,0,10124,59,8,97,10.0,7,0,0,0
20240322,23,240,20,20,30,76,,62,0,0,0,0,10120,61,8,90,,5,0,0,0
20240322,24,260,20,20,40,64,50.0,50,0,0,0,0,10114,63,3,90,1.0,7,0,0,0
20240323,1,290,30,30,50,70,,33,0,0,0,0,10108,69,1,77,,5,0,0,0
20240323,2,290,40,40,70,74,,26,0,0,0,0,10104,72,1,71,,5,0,0,0
20240323,3,280,40,40,70,72,,27,0,0,0,0,10099,75,2,72,,5,0,0,0
20240323,4,280,50,50,80,67,,24,0,0,0,0,10095,75,1,74,,5,0,0,0
20240323,5,280,60,70,100,72,,30,0,0,0,0,10095,74,7,74,,5,0,0,0
20240323,6,280,70,70,120,66,37.0,29,0,1,0,0,10094,71,7,77,,5,0,0,0
20240323,7,280,80,70,110,68,,25,0,19,0,0,10094,72,6,73,,5,0,0,0
20240323,8,280,80,80,130,77,,33,4,62,0,0,10093,72,6,73,,5,0,0,0
20240323,9,280,90,90,130,76,,26,8,91,0,0,10093,70,6,70,,5,0,0,0
20240323,10,260,100,100,140,80,,29,7,121,0,0,10094,69,7,70,,5,0,0,0
20240323,11,270,100,110,160,81,,26,8,167,0,0,10092,73,5,68,,5,0,0,0
20240323,12,260,110,100,160,87,57.0,26,9,221,0,0,10089,70,4,65,,5,0,0,0
20240323,13,270,100,100,150,84,,19,9,171,0,0,10084,72,6,63,,5,0,0,0
20240323,14,250,100,80,160,86,,23,9,189,0,0,10081,70,3,64,,5,0,0,0
20240323,15,260,90,100,140,83,,27,10,162,0,0,10077,77,4,68,,5,0,0,0
20240323,16,260,80,90,170,85,,21,6,83,0,-1,10072,70,8,64,91.0,7,0,1,1
20240323,17,250,80,60,160,75,,17,5,44,0,0,10069,80,6,66,26.0,7,0,0,1
20240323,18,250,70,70,130,76,65.0,34,3,16,0,-1,10068,75,8,75,23.0,7,0,1,0
20240323,19,250,50,50,100,69,,17,0,0,0,0,10067,80,1,69,,5,0,0,0
20240323,20,260,60,70,100,72,,18,0,0,0,0,10063,80,3,68,,5,0,0,0
20240323,21,250,60,50,100,74,,21,0,0,0,0,10059,80,5,68,,5,0,0,0
20240323,22,240,60,50,90,77,,29,0,0,0,0,10052,75,7,71,,5,0,0,0
20240323,23,250,70,70,160,65,,34,0,0,6,3,10044,71,8,80,51.0,7,0,1,0
20240323,24,250,70,70,130,75,53.0,42,0,0,4,2,10037,68,8,79,23.0,7,0,1,0
20240324,1,270,90,90,150,76,,41,0,0,0,0,10032,66,8,78,,5,0,0,0
20240324,2,280,90,110,150,74,,46,0,0,9,17,10026,64,8,82,23.0,7,0,1,0
20240324,3,280,100,90,170,78,,45,0,0,1,1,10023,64,8,79,23.0,7,0,1,0
20240324,4,290,80,60,200,55,,38,0,0,5,7,10028,58,8,88,81.0,7,0,1,0
20240324,5,280,60,80,120,71,,45,0,0,5,20,10025,64,7,83,23.0,7,0,1,0
20240324,6,280,90,100,150,72,48.0,35,0,1,1,1,10030,66,7,77,22.0,7,0,1,0
20240324,7,280,100,100,140,72,,32,0,20,0,0,10032,68,7,75,,5,0,0,0
20240324,8,270,100,100,150,75,,39,3,51,0,0,10035,66,8,78,,5,0,0,0
20240324,9,280,100,80,150,64,,44,1,49,2,9,10041,65,8,86,23.0,7,0,1,0
20240324,10,290,80,80,150,77,,41,0,41,0,-1,10044,63,8,78,22.0,7,0,1,0
20240324,11,290,100,100,160,80,,41,3,112,0,-1,10047,60,8,76,81.0,7,0,1,0
20240324,12,290,100,110,170,73,52.0,47,0,72,4,1,10052,56,8,83,52.0,7,0,1,0
20240324,13,280,100,110,160,83,,49,2,89,4,1,10055,62,8,79,23.0,7,0,1,0
20240324,14,290,110,100,170,78,,49,0,58,3,2,10060,59,8,81,23.0,7,0,1,0
20240324,15,290,110,100,200,79,,50,1,39,6,3,10062,62,8,81,23.0,7,0,1,0
20240324,16,300,90,90,160,75,,53,2,38,4,8,10064,50,8,86,81.0,7,0,1,0
20240324,17,300,90,90,160,78,,44,2,22,6,7,10068,62,8,79,23.0,7,0,1,0
20240324,18,300,90,90,150,75,63.0,39,2,9,0,0,10073,64,8,77,2.0,7,0,0,0
20240324,19,310,80,50,140,62,,42,0,0,4,9,10080,61,8,86,81.0,7,0,1,0
20240324,20,310,60,80,110,70,,31,0,0,2,1,10079,62,5,76,23.0,7,0,1,0
20240324,21,310,60,50,100,70,,34,0,0,0,0,10081,63,5,77,2.0,7,0,0,0
20240324,22,310,50,50,100,70,,34,0,0,0,0,10081,64,4,78,,5,0,0,0
20240324,23,300,50,50,90,69,,30,0,0,0,0,10081,65,6,76,,5,0,0,0
20240324,24,300,40,40,70,65,46.0,28,0,0,0,0,10079,66,3,77,1.0,7,0,0,0
20240325,1,290,30,30,60,59,,30,0,0,0,0,10078,64,5,81,,5,0,0,0
20240325,2,260,30,20,40,38,,17,0,0,0,0,10078,66,3,85,,5,0,0,0
20240325,3,250,20,20,30,23,,3,0,0,0,0,10075,67,0,86,,5,0,0,0
20240325,4,220,20,20,20,16,,10,0,0,0,0,10072,63,8,95,,5,0,0,0
20240325,5,220,20,20,20,7,,3,0,0,0,0,10072,61,4,97,,5,0,0,0
20240325,6,140,10,10,20,10,-20.0,8,0,3,0,0,10070,50,0,98,10.0,7,0,0,0
20240325,7,180,10,10,20,41,,38,10,39,0,0,10069,62,5,97,,5,0,0,0
20240325,8,130,20,20,30,74,,51,10,92,0,0,10070,63,8,85,,5,0,0,0
20240325,9,130,30,30,50,89,,56,10,136,0,0,10068,66,4,80,,5,0,0,0
20240325,10,140,40,50,60,100,,44,9,183,0,0,10062,80,8,68,,5,0,0,0
20240325,11,180,40,40,60,112,,50,9,214,0,0,10058,76,4,65,,5,0,0,0
20240325,12,160,40,40,80,117,-16.0,23,10,249,0,0,10050,80,2,52,,5,0,0,0
20240325,13,130,40,40,80,121,,38,10,240,0,0,10043,69,4,56,,5,0,0,0
20240325,14,130,50,50,70,109,,31,7,153,0,0,10033,75,4,58,,5,0,0,0
20240325,15,120,50,50,80,110,,12,8,115,0,0,10024,80,3,50,,5,0,0,0
20240325,16,130,50,50,70,114,,22,9,107,0,0,10015,81,7,53,,5,0,0,0
20240325,17,110,50,40,80,101,,27,10,54,0,0,10009,80,8,60,,5,0,0,0
20240325,18,100,40,40,60,88,71.0,24,5,11,0,0,10007,80,8,63,,5,0,0,0
20240325,19,110,40,40,60,82,,15,0,0,0,0,10005,82,8,62,,5,0,0,0
20240325,20,100,50,50,80,81,,19,0,0,0,0,10002,80,8,65,,5,0,0,0
20240325,21,110,50,50,70,79,,15,0,0,0,0,9998,81,8,63,,5,0,0,0
20240325,22,90,40,40,70,75,,13,0,0,0,0,9992,81,8,64,,5,0,0,0
20240325,23,100,50,60,90,72,,11,0,0,0,0,9983,80,8,65,,5,0,0,0
20240325,24,110,60,50,90,67,56.0,15,0,0,0,0,9978,80,8,69,,5,0,0,0
20240326,1,110,50,50,80,59,,15,0,0,0,0,9970,75,8,73,,5,0,0,0
20240326,2,100,50,40,70,54,,14,0,0,0,0,9962,75,8,75,,5,0,0,0
20240326,3,100,40,40,60,51,,11,0,0,0,0,9954,75,8,75,,5,0,0,0
20240326,4,110,50,50,70,49,,10,0,0,0,0,9944,75,8,76,,5,0,0,0
20240326,5,110,40,40,60,43,,8,0,0,0,0,9942,75,8,78,,5,0,0,0
20240326,6,110,40,40,60,41,25.0,8,0,3,0,0,9939,75,8,79,,5,0,0,0
20240326,7,110,40,50,70,52,,12,8,37,0,0,9932,75,8,75,,5,0,0,0
20240326,8,120,50,50,70,70,,24,8,80,0,0,9927,75,8,72,,5,0,0,0
20240326,9,120,60,60,80,77,,23,7,117,0,0,9923,80,8,68,,5,0,0,0
20240326,10,130,50,40,70,88,,33,1,110,0,0,9917,80,8,68,,5,0,0,0
20240326,11,130,50,50,70,91,,33,0,113,0,0,9909,80,8,67,,5,0,0,0
20240326,12,140,50,50,80,95,28.0,40,0,105,0,0,9905,80,8,68,,5,0,0,0
20240326,13,140,50,40,70,107,,51,3,134,0,0,9899,78,8,68,,5,0,0,0
20240326,14,130,50,50,70,107,,48,1,116,0,0,9893,80,8,66,,5,0,0,0
20240326,15,140,50,50,70,108,,51,0,79,0,0,9886,79,8,67,,5,0,0,0
20240326,16,130,40,50,70,109,,57,0,55,0,0,9880,75,8,70,,5,0,0,0
20240326,17,120,40,40,60,107,,57,0,31,0,0,9874,75,8,71,,5,0,0,0
20240326,18,100,30,30,50,99,87.0,61,5,12,0,0,9873,75,8,77,,5,0,0,0
20240326,19,100,30,40,50,103,,63,0,0,0,0,9869,75,8,76,,5,0,0,0
20240326,20,110,40,40,60,101,,63,0,0,0,-1,9867,75,8,77,23.0,7,0,1,0
20240326,21,100,40,40,60,99,,67,0,0,0,-1,9861,73,8,80,57.0,7,0,1,0
20240326,22,120,30,30,50,95,,70,0,0,0,-1,9854,70,8,84,23.0,7,0,1,0
20240326,23,130,30,40,50,99,,72,0,0,0,0,9849,70,8,83,,5,0,0,0
20240326,24,140,40,30,50,101,85.0,76,0,0,0,-1,9845,70,8,84,81.0,7,0,1,0
20240327,1,160,30,30,50,108,,88,0,0,0,-1,9840,70,8,87,23.0,7,0,1,0
20240327,2,160,40,40,60,112,,89,0,0,0,0,9834,70,8,85,,5,0,0,0
20240327,3,190,40,40,70,110,,88,0,0,1,2,9831,63,8,86,81.0,7,0,1,0
20240327,4,240,50,60,100,90,,70,0,0,4,1,9836,70,8,86,23.0,7,0,1,0
20240327,5,230,40,40,90,84,,68,0,0,4,1,9837,70,8,89,23.0,7,0,1,0
20240327,6,230,50,50,80,84,77.0,56,0,1,0,0,9841,70,8,82,2.0,7,0,0,0
20240327,7,220,40,40,70,85,,53,0,10,0,0,9849,75,8,80,,5,0,0,0
20240327,8,200,50,50,80,84,,56,0,27,0,0,9856,70,8,82,,5,0,0,0
20240327,9,200,50,50,80,88,,57,0,48,0,0,9859,75,8,80,,5,0,0,0
20240327,10,190,60,60,80,94,,56,0,86,0,0,9862,75,8,77,,5,0,0,0
20240327,11,180,60,60,100,96,,57,0,96,0,0,9865,75,8,76,,5,0,0,0
20240327,12,180,60,60,90,105,77.0,61,1,118,0,0,9866,75,8,74,,5,0,0,0
20240327,13,220,60,60,90,112,,69,3,138,0,0,9867,75,8,74,,5,0,0,0
20240327,14,200,70,70,110,107,,51,5,140,0,0,9867,80,8,68,,5,0,0,0
20240327,15,200,70,60,100,116,,53,6,123,0,0,9865,80,8,65,,5,0,0,0
20240327,16,190,60,60,100,117,,41,10,131,0,0,9865,79,6,59,,5,0,0,0
20240327,17,190,60,60,90,117,,40,10,81,0,0,9866,80,8,59,,5,0,0,0
20240327,18,180,60,60,90,107,92.0,31,5,27,0,0,9867,83,8,59,,5,0,0,0
20240327,19,160,50,50,80,98,,31,0,0,0,0,9866,83,8,63,,5,0,0,0
20240327,20,160,40,30,80,88,,37,0,0,0,0,9868,75,8,70,,5,0,0,0
20240327,21,160,30,30,50,79,,36,0,0,0,0,9865,75,6,73,,5,0,0,0
20240327,22,160,30,40,50,89,,37,0,0,0,0,9861,80,8,69,,5,0,0,0
20240327,23,160,30,40,60,94,,35,0,0,0,0,9858,80,8,66,,5,0,0,0
20240327,24,130,30,40,50,86,56.0,38,0,0,0,0,9851,75,8,71,,5,0,0,0
20240328,1,130,40,40,60,68,,35,0,0,0,0,9843,75,8,79,,5,0,0,0
20240328,2,140,40,30,60,64,,36,0,0,0,0,9835,70,8,82,,5,0,0,0
20240328,3,110,40,50,60,66,,36,0,0,0,0,9828,70,8,81,,5,0,0,0
20240328,4,120,50,50,80,69,,39,0,0,0,0,9821,70,8,81,,5,0,0,0
20240328,5,130,50,40,80,70,,39,0,0,0,0,9815,75,8,80,,5,0,0,0
20240328,6,140,50,60,90,71,43.0,38,0,2,0,0,9818,75,8,79,,5,0,0,0
20240328,7,160,50,50,90,84,,40,3,16,0,0,9816,75,8,74,,5,0,0,0
20240328,8,200,70,40,120,69,,49,0,17,8,6,9820,63,8,87,81.0,7,0,1,0
20240328,9,180,30,40,60,70,,57,0,24,10,6,9825,65,8,91,61.0,7,0,1,0
20240328,10,210,40,50,80,85,,68,0,38,6,6,9833,70,8,89,23.0,7,0,1,0
20240328,11,240,60,70,130,85,,52,2,104,0,-1,9845,62,8,79,81.0,7,0,1,0
20240328,12,220,80,90,130,101,62.0,40,6,158,0,-1,9853,80,8,65,23.0,7,0,1,0
20240328,13,220,90,100,140,114,,37,6,183,0,0,9858,81,7,59,,5,0,0,0
20240328,14,210,100,100,160,109,,26,7,166,0,0,9864,82,6,56,,5,0,0,0
20240328,15,200,90,80,150,109,,39,3,94,0,0,9867,82,8,62,,5,0,0,0
20240328,16,200,80,50,170,102,,46,2,54,0,-1,9865,80,7,68,23.0,7,0,1,0
20240328,17,190,70,70,120,117,,45,10,68,0,0,9864,81,8,61,,5,0,0,0
20240328,18,190,90,110,160,114,83.0,33,5,26,0,0,9866,83,4,57,1.0,7,0,0,0
20240328,19,190,90,90,150,110,,34,0,0,0,0,9874,83,5,59,,5,0,0,0
20240328,20,190,90,100,160,108,,38,0,0,0,0,9877,83,8,61,,5,0,0,0
20240328,21,190,100,90,170,104,,35,0,0,0,0,9880,83,5,62,,5,0,0,0
20240328,22,180,100,100,150,102,,33,0,0,0,0,9881,82,6,62,,5,0,0,0
20240328,23,190,100,90,160,99,,37,0,0,0,0,9885,80,3,65,,5,0,0,0
20240328,24,190,90,80,150,95,84.0,39,0,0,0,0,9885,80,8,67,,5,0,0,0
20240329,1,200,80,80,130,95,,38,0,0,0,0,9887,80,8,67,,5,0,0,0
20240329,2,200,80,80,140,95,,38,0,0,0,0,9886,80,8,67,,5,0,0,0
20240329,3,190,70,80,110,97,,36,0,0,0,0,9889,80,8,65,,5,0,0,0
20240329,4,190,80,90,130,96,,33,0,0,0,0,9893,83,8,64,,5,0,0,0
20240329,5,190,80,80,140,92,,35,0,0,0,0,9897,80,8,67,,5,0,0,0
20240329,6,190,70,70,110,81,73.0,39,0,2,0,0,9903,75,6,74,,5,0,0,0
20240329,7,180,70,80,110,85,,50,0,29,0,0,9906,75,8,79,,5,0,0,0
20240329,8,180,70,70,110,93,,57,5,77,0,0,9910,75,8,78,,5,0,0,0
20240329,9,180,60,60,100,99,,58,3,99,0,0,9915,75,8,75,,5,0,0,0
20240329,10,200,70,80,110,108,,64,3,126,0,0,9917,75,8,74,,5,0,0,0
20240329,11,200,70,80,110,113,,64,5,148,0,0,9923,75,8,71,,5,0,0,0
20240329,12,200,70,70,100,124,72.0,65,4,176,0,0,9925,80,8,67,,5,0,0,0
20240329,13,210,70,60,110,127,,63,7,185,0,0,9925,80,8,65,,5,0,0,0
20240329,14,200,70,70,110,131,,65,3,134,0,0,9931,83,8,64,,5,0,0,0
20240329,15,200,70,80,120,136,,56,3,105,0,0,9931,82,8,58,,5,0,0,0
20240329,16,200,70,70,120,136,,55,7,93,0,0,9934,83,8,58,,5,0,0,0
20240329,17,200,70,70,110,130,,51,2,39,0,0,9936,83,8,59,,5,0,0,0
20240329,18,180,50,40,90,121,106.0,62,5,13,0,0,9939,80,8,67,,5,0,0,0
20240329,19,170,30,30,60,114,,61,0,0,0,0,9942,80,8,69,,5,0,0,0
20240329,20,170,30,30,50,114,,62,0,0,0,0,9949,75,8,70,,5,0,0,0
20240329,21,160,30,30,40,112,,65,0,0,0,0,9953,75,8,73,,5,0,0,0
20240329,22,160,30,30,40,106,,69,0,0,0,0,9959,75,8,77,,5,0,0,0
20240329,23,180,30,40,60,116,,76,0,0,0,0,9962,75,8,76,,5,0,0,0
20240329,24,180,40,50,70,115,89.0,81,0,0,1,1,9962,75,8,79,23.0,7,0,1,0
20240330,1,170,40,30,70,108,,76,0,0,0,-1,9961,75,8,80,23.0,7,0,1,0
20240330,2,170,30,30,50,104,,72,0,0,0,0,9959,75,8,80,,5,0,0,0
20240330,3,190,20,20,40,96,,74,0,0,0,-1,9959,70,8,85,57.0,7,0,1,0
20240330,4,160,20,20,40,92,,74,0,0,9,2,9957,70,8,88,51.0,7,0,1,0
20240330,5,0,10,0,30,85,,78,0,0,0,-1,9953,65,8,95,81.0,7,0,1,0
20240330,6,90,0,10,40,84,77.0,77,0,1,8,6,9953,60,8,95,61.0,7,0,1,0
20240330,7,0,10,0,20,88,,85,0,8,10,12,9953,58,8,98,58.0,7,0,1,0
20240330,8,30,10,10,10,91,,86,0,12,10,9,9954,50,8,96,52.0,7,0,1,0
20240330,9,360,20,30,40,91,,84,0,17,9,5,9950,43,8,95,52.0,7,0,1,0
20240330,10,350,40,40,60,88,,82,0,18,10,4,9945,60,8,95,81.0,7,0,1,0
20240330,11,330,40,40,50,88,,81,0,19,5,3,9948,40,8,95,52.0,7,0,1,0
20240330,12,320,40,40,60,89,80.0,83,0,24,6,2,9955,50,8,96,22.0,7,0,1,0
20240330,13,290,30,40,60,88,,82,0,24,9,8,9962,35,8,95,58.0,7,0,1,0
